age,weight,steps,activity_level,workout_minutes,calories_burned
51,91,1464,1,77,1908.731193909289
28,62,5376,2,86,2375.6902442731475
36,94,12084,1,106,2642.7459595954138
59,98,709,2,12,1452.317957774678
44,71,817,3,43,1899.6688446744638
45,95,19794,1,18,2189.822887393491
41,53,11626,2,119,2905.8138231033586
19,51,11773,1,77,2361.397417901547
56,50,13152,3,81,2728.508913402294
39,73,11973,2,80,2498.397028537029
47,72,5767,1,7,1606.853369155959
34,95,16547,2,71,2581.718220175833
37,90,19283,2,115,3117.429601223808
35,82,5486,3,11,1863.6017958944713
54,76,15038,3,13,2296.771141218363
45,73,14056,2,80,2640.7390797459966
34,86,5740,1,66,1924.78647327353
24,85,7158,3,13,2001.5305583339577
25,62,13270,1,49,2194.2947936688347
33,52,154,2,104,2313.1124278146417
18,79,17970,2,21,2249.4125964956042
21,93,4982,2,77,2277.838689987549
31,66,5580,2,49,2019.5012384859178
30,66,8587,3,36,2239.7430977824247
31,63,19376,3,96,3188.1809822938494
56,86,17040,1,23,2152.461917684486
58,85,17833,3,96,3082.2784476662973
26,52,19861,1,23,2310.666439659428
50,55,7919,1,20,1727.9096017177576
25,99,17321,2,88,2796.404252842007
49,76,4851,3,47,2188.3626822252277
33,50,19324,3,114,3336.353468751002
21,85,1677,1,96,2121.752574138495
51,82,764,1,6,1345.189240647932
48,73,6335,3,106,2667.362581176492
44,51,16513,2,37,2388.1391136505267
33,63,17511,2,98,2948.475460566624
21,56,17106,3,93,3102.866223510134
19,62,15887,2,26,2336.8686770495924
28,76,14786,2,12,2173.3993187944743
51,98,12168,3,104,2877.227484052424
23,51,13443,2,118,2871.9044848707513
33,57,8758,2,44,2205.7987326222305
41,75,3054,2,20,1758.3867461433997
58,90,11074,1,16,1822.7950626228364
22,63,7900,2,85,2376.511088679561
31,96,14196,1,71,2407.8468817170456
22,71,6678,3,44,2207.9792001981086
24,57,5999,1,48,1891.6973849036635
23,91,9579,3,7,2087.4531232796253
47,57,14103,2,82,2556.929066960679
44,61,1675,1,23,1562.9876691024451
42,76,4976,1,32,1596.1803150499643
36,92,2572,3,116,2584.9775822291067
20,52,17284,1,32,2330.6276371447457
54,57,3006,2,69,2041.0552744048116
52,95,11242,3,108,2843.8521541517875
44,86,19295,3,77,2941.8296845319555
21,56,5621,3,114,2750.373621809917
54,67,4546,2,60,2051.7905633942496
31,93,11610,1,21,1885.481859019907
19,55,7853,2,92,2588.4280872171635
36,77,4834,2,72,2205.6726308955836
48,83,3567,3,87,2407.3125305328235
31,93,2906,1,45,1724.2314990042114
21,54,3848,2,1,1638.423791597058
51,78,10321,2,23,1909.1610913156837
45,99,7119,3,19,2039.2800999939388
42,88,14449,1,43,2182.8936173456623
36,61,11579,1,29,1959.1285940799914
49,75,9320,2,38,2103.336063110229
53,65,6527,1,12,1663.9284821000115
26,74,19037,1,60,2529.184671851416
40,70,13653,2,48,2335.355735844919
35,63,9405,2,110,2747.3784897781575
46,50,18549,1,10,2073.042028060506
58,84,19173,1,16,2129.9563491699737
54,81,18113,2,75,2747.528402657351
20,97,2141,2,51,2021.7246868732682
26,77,8562,2,50,2130.9898616080163
48,74,9375,3,98,2716.6690474717734
27,82,3386,3,91,2506.915248800206
29,89,11485,1,47,2257.9407684539487
25,53,7719,1,107,2489.29564743874
51,55,10074,1,82,2241.6893689364606
40,70,9326,2,75,2447.841668584143
39,51,4387,2,0,1559.9530788003774
42,63,4660,1,110,2348.0956139423797
54,68,5277,1,9,1430.091224065567
44,71,7505,3,77,2488.619051068879
24,71,3194,2,84,2208.203378625147
47,81,5488,3,16,1860.3772114530434
39,93,15085,2,82,2663.002698884974
59,93,11049,2,53,2246.1235676865017
34,76,11667,2,100,2717.0962606544444
51,66,10094,2,46,2211.8551762223533
51,67,318,1,46,1600.2678339172007
31,93,10191,2,116,2748.236332491467
59,59,11775,3,25,2248.8960525302514
55,74,9230,1,69,2188.2935896973204
54,69,13386,1,77,2453.4898111639995
38,50,8207,1,108,2464.8318576605957
29,89,12666,1,91,2485.443291600931
44,55,1402,2,16,1617.015561959039
28,96,17813,2,106,2994.9441300719627
19,95,5844,1,37,1772.4745091017219
53,74,19593,1,32,2276.9643092370998
35,78,3959,2,93,2246.177716370941
36,85,11911,1,6,1866.7012422220348
19,64,13428,1,109,2772.6767630009945
49,78,8845,3,68,2439.64100954646
21,77,2620,3,106,2725.2775684472786
41,51,12638,1,71,2299.8198246564825
40,80,16195,2,22,2259.705048617528
28,54,8457,2,43,2122.084664321824
42,54,15751,2,13,2055.693721912745
46,91,19312,3,17,2519.8332283833984
31,75,14628,3,53,2647.8312620956103
20,74,15914,2,84,2819.561661901102
54,70,4386,3,26,1928.4792503676922
19,51,12553,1,76,2338.237248382701
51,87,17854,2,99,2883.855675781185
54,88,3289,1,113,2264.6761905878548
54,53,19847,1,94,2819.569683124077
43,70,11485,1,97,2431.423847312332
38,75,13901,2,18,2115.4560181497
19,74,8240,1,106,2536.6144879519334
58,93,15900,2,81,2774.392703592393
41,54,12274,2,110,2770.9965321782574
20,81,3450,3,97,2585.230508865455
57,63,12944,1,58,2197.076458175133
45,68,17387,2,48,2475.543766109541
40,99,10621,3,108,2843.1628819298217
55,80,6909,1,46,1889.5269444208525
25,82,9675,1,39,1938.0729756490923
53,96,17324,3,42,2561.0187105334185
46,53,5763,2,80,2369.9176280939428
46,90,9722,3,46,2370.490727324663
58,64,2937,1,116,2305.1380153506416
55,56,5511,3,28,2097.330933621906
44,87,501,3,106,2382.7023830889393
26,75,11670,2,61,2446.4079345773466
35,58,14961,2,25,2224.9016761408043
38,95,2062,3,54,2142.886041849992
32,97,15662,3,27,2419.9791748372695
27,64,3019,3,41,2029.8889305886814
33,79,1028,2,4,1512.7409755849371
46,72,4125,3,102,2483.561316573838
35,89,16000,2,83,2696.289567979658
32,87,15192,2,5,2099.17022418608
18,84,14974,1,73,2550.9896829975814
22,65,12338,2,116,2869.2770966401395
47,99,13259,3,53,2483.504549358714
39,86,14500,3,16,2292.276680373064
47,52,1278,2,89,2164.7591129528096
28,97,6550,3,88,2705.379445626755
44,90,5703,2,23,1811.8404976744232
44,99,15199,1,18,1985.2896700997862
56,55,11314,2,40,2215.1842065122228
23,57,1083,2,55,1947.5819616858503
50,74,17454,1,112,2884.0148252291324
41,77,292,3,14,1611.2659706611603
44,61,11131,2,100,2704.296696680536
19,76,6570,1,78,2204.023753042806
25,90,10213,2,42,2239.102511030548
56,90,2668,1,82,2026.4148603918384
43,92,15086,3,101,3023.138136429373
47,66,4556,2,75,2261.5101224647947
36,50,18716,2,103,3009.1257931787954
27,82,8564,1,40,1925.057328699931
28,73,7209,1,94,2298.7709081123253
54,52,12195,3,25,2258.1855459156054
44,70,9338,2,32,2042.6861887294206
46,57,2501,3,70,2211.11222638768
39,62,13962,2,49,2373.9381484782725
57,79,12526,3,2,2067.8546712357306
58,84,2122,1,115,2257.636135719944
47,59,464,1,14,1437.747619111788
41,89,4884,1,58,1904.3972621539458
27,63,11566,3,90,2770.270315220919
57,75,605,2,73,1942.7963555411425
18,75,13827,2,23,2188.050830931462
48,60,10914,1,45,2056.4609386127054
27,58,19074,3,21,2458.531789805914
37,50,1325,1,95,2111.1711570165135
57,82,11467,1,100,2524.751306532169
50,64,6397,3,7,1914.8599292525346
37,95,15662,1,114,2776.6248519197748
30,97,17644,2,90,2901.363923162734
46,79,9448,1,9,1720.1344889870468
59,73,13298,3,61,2499.8384168710054
47,95,18156,2,69,2676.8083833224705
31,76,16225,3,19,2377.9382272799194
36,79,11090,1,102,2446.904167409935
21,77,16001,2,94,2870.1574748236894
48,82,7420,2,10,1766.2552802144385
42,65,14553,2,11,2071.7405506585746
33,97,9360,3,107,2825.968227638642
36,97,10525,3,64,2493.6770736726435
45,93,14348,1,8,1895.7799321070754
37,98,10576,3,23,2213.5438870616495
54,75,9981,1,104,2478.8573735027603
51,67,2516,1,30,1665.5141012973252
38,89,5558,2,117,2680.453672688709
47,55,18552,2,117,3106.7254089026787
35,74,7219,2,79,2260.6693879782983
41,60,12961,1,77,2483.9236864810946
22,56,18201,3,115,3276.058489348059
22,62,15217,1,58,2431.6271117565057
28,87,15555,3,39,2533.859950452498
31,73,13537,2,68,2586.5552919178217
35,79,6423,3,34,2149.5607599762707
28,96,6777,3,116,2745.915971141077
45,98,3544,3,81,2388.7087453264603
25,80,8322,1,13,1830.5594237137802
30,88,269,2,40,1781.3139366299501
55,81,6129,3,89,2559.9484420713966
55,72,2455,3,83,2207.748090148981
53,91,16753,2,48,2472.5234289810423
32,79,2219,2,36,1792.9447259461888
33,88,5085,1,34,1771.565701208312
30,79,15879,2,46,2448.435914998083
48,56,13693,3,58,2556.7302716228255
57,64,6593,2,84,2311.506867858616
44,82,9287,3,1,1935.1099853771877
50,83,5776,3,91,2560.2961707019117
31,55,13386,2,55,2419.8976058589474
59,84,5561,1,41,1763.7992221225857
43,87,3068,2,35,1753.6390320525804
58,68,12281,1,112,2641.703418250889
20,99,11016,3,61,2428.6003508863655
38,97,9765,1,19,1795.4898521585542
44,81,7940,3,14,1973.4815623869413
42,65,18852,1,59,2504.8963211054856
35,78,3381,3,24,1934.1207058767209
50,67,14904,2,54,2403.0464679723054
55,87,2595,1,86,1995.7601320118208
54,81,9355,1,50,1977.060140764556
28,90,14375,2,119,3040.2968559921173
33,63,12136,2,21,2125.6070247861685
25,89,9633,2,22,1995.640344171743
30,84,11285,1,0,1725.303069615455
22,63,7905,1,45,1945.0816133931673
28,68,3882,1,8,1468.4311744705833
43,53,8090,3,69,2411.426040940766
45,66,14097,1,4,1839.397159720019
37,54,3060,3,3,1703.729428466495
45,50,940,3,11,1676.5901114231892
54,73,2247,2,93,2175.454570342409
34,57,15897,2,80,2745.2794231808502
45,55,12933,2,98,2767.2124709365867
44,52,1568,2,11,1522.895068721289
55,53,14846,1,50,2239.52308554849
57,61,4681,1,114,2210.6547439149867
57,68,5631,1,32,1676.98212771815
32,52,12716,1,86,2449.145859334872
29,55,4574,1,103,2345.380714059317
43,77,17547,1,72,2515.258494850692
26,74,1370,3,0,1675.0035000254868
30,88,8375,2,15,1853.9707471318147
40,90,5889,2,23,1858.6758655670383
48,67,7115,2,106,2518.367109889344
19,69,4995,2,116,2555.4490412954533
38,57,4690,3,33,2023.0604579161384
49,78,7832,1,103,2389.931181701469
24,73,319,1,14,1469.1478818168102
46,81,3465,2,107,2437.3764957959
54,54,5112,2,11,1641.4976931627034
54,64,18548,3,75,2910.2030621768695
24,95,18811,2,103,3014.292507054716
28,88,4691,1,13,1623.042544500918
58,75,11689,3,46,2433.7341263443736
36,82,2733,1,55,1742.119224262851
25,78,5058,2,99,2422.6730385902556
27,88,16002,2,48,2522.9017675492905
26,51,472,2,42,1833.3177803469102
51,82,12634,1,89,2454.084372193531
38,73,17081,1,67,2452.61231900974
50,82,8657,2,28,2008.121815854779
22,56,6922,2,21,1808.2661591304118
49,56,4399,2,30,1760.8425100039672
57,65,18257,2,101,2902.8956855594206
18,53,9458,1,53,2116.679331253452
39,65,16184,2,55,2456.8680462746656
55,78,14935,1,30,2155.010211098443
35,87,6026,1,59,2058.8378091062486
21,74,12751,2,72,2472.3667607815796
43,87,9030,2,75,2380.2992391091993
31,63,18850,1,63,2582.9987604144
31,77,8428,3,106,2758.6201042326093
55,62,2855,2,77,2086.7770287450803
36,55,17571,1,13,2086.470958300532
27,92,12445,2,60,2482.6189362574028
54,51,19421,3,57,2789.7348389125664
35,62,3458,3,32,2048.0663887215323
51,72,2261,3,70,2222.052539422802
52,82,1207,3,65,2064.459781070525
36,76,7450,1,112,2499.2531548678708
45,66,19158,3,43,2660.2321901915884
54,67,13276,1,16,1860.7117827549557
46,79,16050,3,21,2337.6246419576473
34,66,9916,1,62,2185.921002056038
44,76,6081,2,35,1971.8710746590145
25,64,19926,3,104,3186.5533554924205
35,72,15985,2,42,2453.8642800620046
41,90,19801,1,43,2382.964233364093
46,70,2312,2,28,1760.9229088409393
37,50,12602,3,25,2167.5656965651265
24,69,14287,2,29,2279.497506152323
48,89,19543,3,22,2588.812031114383
23,64,4760,3,20,1985.206076121755
32,83,19537,3,48,2718.604530858059
48,57,423,2,66,1943.9079214692074
23,79,16250,3,89,2925.4180192824465
41,62,5512,1,2,1522.5012972239606
49,92,12369,1,67,2293.1248381963405
31,92,18887,2,31,2398.786047291887
24,51,18352,1,104,2886.1566288441945
42,95,6091,3,45,2103.5005310499337
21,90,3525,1,3,1491.2253065432417
33,74,16619,2,50,2520.115307472671
26,69,17703,2,60,2672.880923061203
18,65,8262,2,118,2784.315845515691
26,67,17213,3,57,2611.172127964774
39,86,17601,3,40,2616.698017196973
45,53,16497,3,46,2597.9216365330612
26,66,9611,2,1,1845.361078716273
38,65,13844,1,89,2518.4637759976827
27,66,5531,2,98,2558.6598048120068
26,92,6675,2,34,1928.4598092600597
18,98,18485,1,79,2707.8798747360124
51,74,1588,1,29,1513.86275616846
34,64,15745,3,10,2258.5249442038576
44,86,86,2,64,1946.4090837063945
27,69,15736,2,95,2865.3681084204054
29,86,17350,2,0,2121.8313753309385
35,66,1510,1,65,1922.1204630623613
30,55,9977,1,74,2275.956289902178
55,60,6312,1,111,2343.6638675686495
59,50,3987,3,95,2413.6753344605618
53,56,19801,2,74,2726.524390219183
59,91,1174,3,108,2386.931644630038
36,56,15058,1,12,1971.9277715473238
18,52,17016,2,56,2588.39274924648
44,81,19828,1,111,2952.859683924818
36,78,11616,1,54,2111.576863113945
35,54,6332,1,114,2443.854614046791
29,95,17247,2,104,2964.178691864775
37,63,10033,1,11,1770.7166909422458
24,81,1609,1,87,2097.4322192080795
59,75,15522,3,63,2677.638713476354
52,79,1396,3,61,2080.753173688499
32,99,1868,1,87,2103.905431489689
29,51,17118,3,108,3263.6452069755383
28,90,17336,2,29,2395.843438537517
42,94,17312,3,106,3141.92484719863
51,86,6947,1,106,2423.0008378078633
32,63,18169,1,99,2887.423684962265
22,56,9948,1,31,1883.3520161973195
29,92,2555,3,46,1967.3614510176235
40,54,5194,2,26,1830.5859857372282
33,71,15051,2,79,2690.7505807245257
27,56,9000,1,16,1788.357245567244
51,73,18588,2,108,3025.6064390868087
26,80,10997,1,90,2442.5907149553173
42,63,13189,2,40,2307.448010388631
34,71,5808,3,33,2128.3484861383145
33,68,11494,2,96,2597.633774466617
45,59,2544,1,71,1948.6817697718864
20,89,19947,3,29,2620.2462906862293
23,70,3259,3,72,2306.1285894381185
32,65,7070,1,71,2142.2168419494697
52,79,751,1,39,1682.0956951098055
20,70,4498,2,66,2178.9042071479435
22,63,16405,1,83,2640.3073034329896
48,91,19488,2,118,3154.10111472723
50,55,6997,2,14,1852.6693648688224
56,74,15497,3,11,2206.5494315092897
19,73,13132,2,47,2393.08242051546
50,58,16664,2,44,2434.5926805080876
36,76,3925,3,30,2055.607652434993
40,96,8,3,92,2262.630442949925
28,77,10939,3,108,2933.6705295344327
59,50,12443,2,60,2354.5263551238336
50,58,9099,2,46,2189.8116123303953
31,85,18548,1,29,2199.161878275249
40,80,1496,3,22,1901.62140925344
56,79,1821,1,114,2228.7571385041438
38,77,229,3,19,1775.7189626481243
48,54,18303,1,41,2252.4046899637165
43,53,11793,2,102,2696.338250534032
59,88,307,2,24,1690.3863744139824
31,96,17671,1,114,2932.8642587903096
56,97,12993,2,90,2670.0728541211147
55,53,16606,1,114,2794.2354337322417
18,70,7269,3,36,2193.3572051899546
53,79,19907,1,105,2849.181131087559
40,51,11244,3,118,2966.3815954243237
25,66,15355,2,60,2613.214846777589
34,82,11803,3,87,2720.7822695153754
27,78,12674,1,60,2306.2233051177113
23,59,565,3,106,2437.157834653132
35,81,15184,2,25,2371.9642008490223
25,93,6712,1,29,1801.4787914456813
27,69,11356,1,32,2012.0330046577642
28,54,13572,2,58,2529.651513951195
24,92,2900,2,32,1874.8606257290567
48,72,2452,3,61,2181.4856931241966
53,90,9450,3,16,2006.5523618597294
56,71,1985,3,15,1784.334707350585
43,58,15283,2,87,2629.4530208478923
24,79,6769,1,55,1991.1190887191156
54,66,18133,1,27,2173.440556182408
18,59,7964,1,54,2100.751144074419
36,53,1822,3,103,2479.1850519543386
26,88,7003,3,50,2292.845107046011
39,95,8571,2,90,2508.1835279992656
57,74,11147,2,54,2286.8235035663165
51,57,8028,3,98,2684.487091639467
36,77,18474,3,53,2753.527296535288
32,73,3147,2,87,2315.2610283860395
46,96,12229,2,27,2123.986653082956
48,52,7370,2,69,2250.9011627465807
39,51,8624,2,95,2488.010166351089
52,56,1764,2,69,2034.238642135167
51,79,16638,3,99,3104.1663313893296
37,73,16142,2,69,2651.131003962591
19,51,3794,2,25,1881.398299044956
37,62,18381,2,111,3035.4693823025523
53,88,10650,1,34,1963.6046577291222
31,76,11118,2,41,2260.386078385824
58,58,5983,1,45,1728.1288715664746
23,55,16549,2,119,3140.614599228283
24,68,13538,1,5,1796.8503552104678
20,53,2557,1,31,1648.0265983784734
26,89,4221,1,20,1565.9845459584465
43,56,9145,2,19,1921.673396419651
42,96,16538,3,76,2815.561581747426
20,58,19971,2,94,3050.911070562812
33,55,19831,1,64,2613.261760202757
54,66,16172,1,104,2716.3394555499062
52,91,16589,3,4,2268.591669273681
33,84,19985,1,15,2171.073160333352
47,96,3839,2,20,1688.6340327791506
59,87,7633,3,74,2458.961796249416
32,71,379,3,9,1671.7328618344566
30,93,1475,3,74,2284.066052137212
43,70,13160,2,79,2618.039395235898
23,84,3528,1,48,1770.5379908925859
47,92,18547,2,78,2812.3203156969435
21,81,2239,1,85,2012.7085985568724
20,61,3319,1,82,2118.7626545528537
18,94,10341,3,14,2125.224676594405
45,50,978,3,58,1981.0583673741512
24,53,8107,2,71,2351.483304654624
50,68,5207,2,62,2063.940680080056
39,81,19534,1,102,2868.7912196750863
27,58,349,1,104,2167.0301561102656
41,87,13970,1,112,2784.525289442128
18,85,14561,1,0,1877.4720948327467
49,89,9299,1,86,2346.000116258598
27,82,15035,1,75,2563.6714202784096
31,92,18033,1,118,2974.7562377438
57,54,7608,2,102,2496.687559856758
38,96,14494,3,85,2779.7566045758017
51,59,1817,2,83,2117.473493165008
36,58,18197,2,91,2965.746796147037
55,76,6446,3,60,2277.4153886590784
29,96,8453,1,33,2001.5643441848579
21,91,16678,1,113,2915.1839558786237
29,90,11041,2,0,1860.180890309447
24,64,14421,3,27,2303.3859486575084
44,74,17266,2,19,2326.8003036307005
52,58,1315,1,93,2055.053345013695
50,96,755,2,13,1599.395981304734
57,95,18307,2,107,2974.29684537306
35,53,3430,3,18,1822.3496819981574
23,71,7274,2,25,1976.987860771956
28,79,11768,2,43,2287.2943920085077
25,51,19711,3,0,2504.8382298335846
20,83,2896,1,77,2033.184893753101
32,82,4104,1,68,1943.5943828489483
34,72,496,1,12,1357.3738886981016
31,88,407,3,74,2192.4498621050225
27,96,12373,3,6,2213.4056059781406
37,55,2879,3,66,2173.1721384069856
29,71,13432,2,17,2107.1898900973906
50,77,1673,3,9,1665.4751940163594
56,68,8316,3,9,1950.2439533220343
37,54,13298,1,16,1956.1662215376223
18,73,4606,3,26,2100.4715384118117
33,67,10020,1,98,2546.1784241414744
54,88,14789,2,103,2751.954183694274
39,83,8148,1,5,1549.107015873871
57,62,934,1,75,1860.101982456492
54,78,10519,1,72,2189.944916731048
49,66,5751,2,77,2224.9105300245683
25,83,12005,3,87,2814.324127414042
18,60,9752,1,36,1958.9786076891073
21,56,3613,3,59,2194.63276387751
44,77,10245,1,70,2146.437084716334
49,74,2992,1,105,2213.478619210789
41,60,18115,1,101,2847.253356200287
47,83,13873,2,27,2191.7242108905416
59,64,12889,3,23,2253.7300207548283
47,54,16050,1,105,2791.237975940575
31,92,13317,3,107,2955.1380869235372
45,62,11890,1,109,2570.370659005865
29,68,5751,3,98,2514.1920931090413
27,72,8378,2,18,1898.8861221679454
49,56,2037,3,6,1710.9340631479715
37,53,4037,2,84,2246.707027087367
20,76,1412,2,53,1995.7479096206532
47,96,9745,2,113,2643.6585665777484
43,93,10030,2,57,2265.958859412367
39,88,12314,2,85,2521.1331418982227
55,57,17921,3,27,2474.4332783269656
27,87,10624,2,88,2528.8324676353272
47,97,789,2,90,2108.7893737163836
41,65,8787,3,24,2122.72531920596
44,85,18654,1,53,2407.9215973007654
20,93,3684,2,97,2403.7852293933893
43,69,951,1,14,1402.169665096726
22,77,11471,3,112,2908.1416313649943
32,86,18051,3,75,2974.3913440156784
26,70,8476,2,32,2029.36494238657
58,96,10064,2,64,2293.608736874052
42,72,16799,3,7,2282.809310244701
47,98,8142,2,95,2439.5322233445027
20,71,5269,2,118,2662.441684545049
36,80,2033,3,41,1980.3119190815878
54,70,2666,1,9,1425.5178569323045
28,73,14368,1,73,2379.9247812480544
39,56,3736,3,63,2268.2893804616724
26,88,8802,2,1,1685.203738951954
48,84,3948,3,79,2392.542541762413
28,51,14438,3,45,2604.008327948977
42,51,4513,3,86,2450.950942596376
55,89,7206,1,96,2361.978555867435
33,71,15092,3,16,2253.674049617103
43,93,9512,3,90,2680.6407109051956
41,59,7316,2,96,2464.3370372952622
48,65,13249,1,50,2227.979251781613
18,70,1702,1,15,1516.6624891218344
50,84,8446,1,62,2027.2036322736906
40,66,9691,1,2,1587.3292308928874
41,89,10243,2,41,2178.1594703210094
56,68,12504,1,38,2075.9981302360643
49,54,7164,2,1,1686.8992656933706
24,93,10481,3,18,2220.1618614322388
25,71,11467,3,81,2612.1545287142467
26,82,17194,2,48,2494.600103476175
47,98,2841,2,16,1567.8231860901612
24,74,8190,1,53,2062.970311231775
57,90,1739,3,80,2287.089896024038
30,97,7720,2,80,2430.7631504476726
43,91,9026,3,9,1878.2844188979434
48,85,6853,3,39,2124.0878638951917
22,64,4881,1,78,2144.559851885461
41,60,19602,2,53,2662.988949023119
25,73,14463,2,94,2796.352082141109
37,95,18799,2,4,2198.8308196524163
30,52,5861,1,116,2517.9105190202217
54,64,15988,1,18,2042.5713697365181
36,73,12099,3,103,2854.3866225667557
54,78,12480,2,75,2511.3020325420234
44,86,11235,2,77,2510.537799427828
51,88,5719,1,42,1733.9489276706208
43,94,6655,3,86,2510.967786896661
51,58,1721,3,41,1956.5708243400773
36,71,2633,1,48,1681.855254883861
30,91,1700,3,79,2274.3365961946142
53,76,14221,2,86,2673.795297580674
59,86,7516,1,65,2047.1165937881399
20,71,18510,1,61,2492.7599648945447
55,86,15128,3,84,2878.972757161583
38,72,2259,3,61,2230.716888441378
52,56,11602,2,26,2055.991739767508
33,93,9898,1,64,2254.4249384967356
48,56,8297,2,108,2607.7821343728924
39,51,8957,3,60,2462.449122045587
22,60,19188,1,95,2822.6801989710607
54,98,9141,1,20,1872.722912875917
33,65,18754,3,9,2411.830888096858
18,97,11591,1,74,2404.6875223925667
54,90,10249,3,79,2588.6924487374354
44,90,16193,2,72,2663.3563176867424
46,54,12622,1,16,1849.5354587566965
32,97,5282,3,28,1989.7940571814481
42,68,6319,2,110,2473.804735456411
51,86,18360,1,91,2694.482087004484
30,99,6855,2,2,1706.3171234078475
34,92,10737,2,19,1985.5369565649278
49,72,8056,2,74,2245.0061722305095
55,91,16694,1,31,2165.211637457809
27,78,16101,2,68,2651.9382097206517
25,92,15874,1,102,2702.9296435960787
43,66,11154,3,46,2382.5041024282245
29,78,11193,2,20,1970.8652645004186
57,97,2788,2,78,2178.8248710782223
29,91,19503,2,51,2683.886365132531
51,83,8781,1,31,1904.0470429748216
20,67,15057,3,35,2511.4040750576737
34,67,18838,3,29,2579.802524541457
42,72,9423,3,5,1996.6870992928575
36,59,6584,1,71,2137.726858090926
42,77,18850,1,49,2430.165270950359
54,74,13134,1,115,2703.6777953043566
39,92,2818,3,12,1842.8228452325038
38,75,8615,1,88,2307.9852729013346
22,57,4517,3,11,1864.566640767852
54,98,13330,3,30,2364.265358823149
37,87,3300,3,31,2021.0652625090588
56,57,11175,1,65,2145.899121749184
50,90,19890,3,43,2677.494049594451
54,63,4203,3,9,1786.8019195519994
43,73,1189,3,88,2294.9228719759963
26,90,9660,1,43,2068.232503895811
39,84,15606,1,80,2551.5626308831515
18,99,8855,2,14,2011.924816692021
49,61,18986,2,64,2685.278269145977
51,59,4304,1,59,1969.2724325685206
22,69,11583,2,94,2665.882470016143
51,85,10968,2,8,1919.3782148665873
29,95,6248,3,109,2710.8519278403155
57,93,17967,3,16,2425.0355691744626
25,84,1206,1,46,1731.903484453198
31,74,17352,2,64,2678.232138513019
44,73,16357,1,56,2343.4533739886597
38,74,12332,3,4,2140.5133372593546
44,65,14518,1,107,2693.959439901561
22,65,9160,3,19,2123.1484731131554
29,69,19577,1,108,2961.4913968056217
48,57,7277,3,60,2374.0633616610567
18,99,16089,3,44,2657.900526327323
29,92,6809,2,57,2115.2557237235937
53,50,12558,2,52,2380.929470300801
34,76,2393,1,56,1706.3715198906345
53,54,9404,1,89,2322.818388806076
43,80,4010,3,113,2581.538103889408
26,56,18417,1,3,2024.8057611306238
42,63,7555,3,15,2022.5768308195613
55,53,6001,3,54,2289.2482967566893
27,60,13263,1,56,2358.659531060524
19,92,7073,2,26,1981.1443224108677
43,72,5819,2,117,2590.076378400299
23,87,12005,2,48,2422.888961294074
41,84,11787,1,17,1941.8813156237331
45,81,4648,1,5,1477.9031348204871
39,61,9156,2,27,1854.3081511775024
22,51,10644,1,113,2563.155587295926
25,71,13867,3,73,2660.418665652408
57,86,2156,1,47,1663.7745796466477
23,94,1488,3,23,1889.3702952624074
56,90,413,1,103,2111.1408518618746
22,69,17938,2,46,2558.9104828711816
57,64,15585,3,105,2989.667048732167
37,84,12815,1,112,2675.464072714683
55,96,6904,1,5,1542.2141430558024
40,76,3306,2,3,1583.5044760079845
31,51,2114,3,82,2312.8076828715975
51,77,12526,1,61,2231.479500764352
20,95,9533,1,98,2400.842183021182
36,56,644,2,19,1534.1076856703064
37,72,3081,2,85,2267.941244191405
33,58,4903,2,59,2084.7807907226857
20,85,17086,3,44,2687.57270789344
59,77,16799,1,42,2204.9092069497256
38,66,15606,2,75,2693.230327768883
57,66,15297,3,77,2755.8388585560674
53,59,15971,1,5,1898.906019868385
36,84,430,2,98,2264.40535417179
33,55,18428,2,67,2764.4296112991206
52,76,1807,1,77,1919.7236151839375
42,69,13006,1,71,2312.034069068949
24,79,3389,3,39,2064.4561002145265
44,67,5076,1,22,1579.9045631068864
30,82,2667,1,4,1380.1374092584988
20,52,14168,1,42,2200.5791868452466
56,89,15965,1,104,2743.2931903873646
42,51,12988,3,4,2168.223290740185
21,92,15420,3,85,2903.343847561577
35,99,10958,2,60,2362.6359463910903
45,96,11271,2,9,1939.0738602768663
37,74,19261,2,50,2609.437270721598
55,97,11621,1,101,2558.167883173189
32,83,11433,1,90,2529.983709561636
32,56,4510,1,41,1736.0015574272866
56,68,15618,3,82,2843.549313393645
37,61,12401,1,32,2003.2142587648998
30,85,3997,3,102,2662.2872736912286
36,81,14115,2,74,2587.9292204552216
30,66,10401,2,28,2105.3421598111877
56,90,5054,2,86,2224.311121723347
31,71,3379,1,20,1543.888124580576
48,76,17962,1,93,2663.689846496713
27,97,9564,1,1,1564.5849310535643
28,60,5660,2,86,2366.104290773386
36,91,2734,2,114,2452.0515974723016
57,73,19656,1,73,2568.147349840362
41,76,2812,3,90,2333.1423361795382
26,77,418,3,89,2480.1419117106216
34,88,18086,3,71,2835.09370171542
42,62,3810,3,43,2003.2891075605546
20,92,15353,3,6,2243.0428355462873
51,81,4966,1,31,1691.78858427057
28,62,5624,1,60,2023.6161969106558
55,91,17672,1,22,2147.9593405220558
51,94,7281,1,40,1898.3664204513486
30,96,4291,1,58,1910.4529802847178
57,72,11138,1,41,2053.791213525208
22,54,15625,3,56,2746.852390803184
26,93,16965,3,37,2629.590200779925
19,82,1638,2,87,2183.616005875096
37,60,9229,1,95,2425.31248493511
